gid,name,province,DOMAIN,local_name,LAT,LONG
5009409,Cimerak,Jawa Barat,Jawa Barat,Kab. Pangandaran,-7.744,108.338
5009410,Cinambo,Jawa Barat,Jawa Barat,Kota Bandung,-6.928,107.675
5009411,Cineam,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.424,108.295
5009412,Cinere,Jawa Barat,Jawa Barat,Kota Depok,-6.333,106.789
5009413,Cingambul,Jawa Barat,Jawa Barat,Kab. Majalengka,-7.0411,108.3
5009414,Ciniru,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.052,108.475
5009415,Ciomas,Jawa Barat,Jawa Barat,Kab. Bogor,-6.609,106.756
5009416,Cipaku,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.233,108.33
5009417,Cipanas,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.682,107.013
5009418,Ciparay,Jawa Barat,Jawa Barat,Kab. Bandung,-7.06611,107.741
5009419,Cipatat,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.829,107.393
5009420,Cipatujah,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.7,108.04
5009421,Cipayung,Jawa Barat,Jawa Barat,Kota Depok,-6.427,106.804
5009422,Cipedes,Jawa Barat,Jawa Barat,Kota Tasikmalaya,-7.46,107.989
5009423,Cipeundeuy,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.742,107.367
5009424,Cipeundeuy,Jawa Barat,Jawa Barat,Kab. Subang,-6.529,107.642583
5009425,Cipicung,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.942,108.523
5009426,Cipongkor,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.942,107.349
5009427,Cipunagara,Jawa Barat,Jawa Barat,Kab. Subang,-6.495,107.875
5009428,Ciracap,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.29,106.449
5009429,Ciranjang,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.81222222222222,107.265277777778
5009430,Cireunghas,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.914,107.036
5009431,Cisaat,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.926,106.88
5009432,Cisaga,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.308,108.465
5009433,Cisalak,Jawa Barat,Jawa Barat,Kab. Subang,-6.7245,107.743
5009434,Cisarua,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.802,107.538
5009435,Cisarua,Jawa Barat,Jawa Barat,Kab. Bogor,-6.69802777777778,106.935027777778
5009436,Cisarua,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.826,107.978
5009437,Cisayong,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.245,108.093
5009438,Ciseeng,Jawa Barat,Jawa Barat,Kab. Bogor,-6.446,106.691194444444
5009439,Cisewu,Jawa Barat,Jawa Barat,Kab. Garut,-7.38,107.484
5009440,Cisitu,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.875,108.029
5009441,Cisolok,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.88,106.493
5009442,Cisompet,Jawa Barat,Jawa Barat,Kab. Garut,-7.537,107.748
5009443,Cisurupan,Jawa Barat,Jawa Barat,Kab. Garut,-7.31,107.695
5009444,Citamiang,Jawa Barat,Jawa Barat,Kota Sukabumi,-6.935,106.93
5009445,Citeureup,Jawa Barat,Jawa Barat,Kab. Bogor,-6.502,106.892
5009446,Ciwaringin,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.672,108.337
5009447,Ciwaru,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.085,108.562
5009448,Ciwidey,Jawa Barat,Jawa Barat,Kab. Bandung,-7.1,107.4667
5009449,Coblong,Jawa Barat,Jawa Barat,Kota Bandung,-6.881,107.598
5009450,Compreng,Jawa Barat,Jawa Barat,Kab. Subang,-6.42,107.87
5009451,Congeang,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.74,108.01
5009452,Cugenang,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.806,107.054
5009453,Culamega,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.598,107.96
5009454,Curugkembar,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.181,106.919
5009455,Darangdan,Jawa Barat,Jawa Barat,Kab. Purwakarta,-6.67536,107.4267
5009456,Darma,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.008,108.416
5009457,Darmajaya,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.90795,108.05
5009458,Dawuan,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.725,108.169
5009459,Dawuan,Jawa Barat,Jawa Barat,Kab. Subang,-6.565,107.61
5009460,Dayeuhkolot,Jawa Barat,Jawa Barat,Kab. Bandung,-6.971,107.614
5009461,Depok,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.731,108.435
5009462,Dramaga,Jawa Barat,Jawa Barat,Kab. Bogor,-6.55358,106.74983
5009463,Dukupuntang,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.754,108.469
5009464,Gabuswetan,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.45,108.04
5009465,Ganeas,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.862,107.978
5009466,Gantar,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.53,107.97
5009467,Garawangi,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.014,108.494
5009468,Garut Kota,Jawa Barat,Jawa Barat,Kab. Garut,-7.231,107.898
5009469,Gebang,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.832,108.702
5009470,Gedebage,Jawa Barat,Jawa Barat,Kota Bandung,-6.952,107.68
5009471,Geger Bitung,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.008,106.995
5009472,Gegesik,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.6,108.42
5009473,Gekbrong,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.863492,107.02759
5009474,Gempol,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.423,108.215
5009475,Greged (Greget),Jawa Barat,Jawa Barat,Kab. Cirebon,-6.816,108.532
5009476,Gunung Guruh,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.884,106.864
5009477,Gunung Jati (Cirebon Utara),Jawa Barat,Jawa Barat,Kab. Cirebon,-6.668,108.494
5009478,Gunung Putri,Jawa Barat,Jawa Barat,Kab. Bogor,-6.441,106.906
5009479,Gunung Sindur,Jawa Barat,Jawa Barat,Kab. Bogor,-6.388,106.687
5009480,Gununghalu,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.964,107.235
5009481,Gunungpuyuh,Jawa Barat,Jawa Barat,Kota Sukabumi,-6.892,106.892
5009482,Gunungtanjung,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.428,108.268
5009483,Hantara,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.059,108.424
5009484,Harjamukti,Jawa Barat,Jawa Barat,Kota Cirebon,-6.76036,108.53203
5009485,Haurgeulis,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.445,107.901
5009486,Haurwangi,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.848,107.297
5009487,Ibun,Jawa Barat,Jawa Barat,Kab. Bandung,-7.115,107.771
5009488,Indihiang,Jawa Barat,Jawa Barat,Kota Tasikmalaya,-7.291,108.184
5009489,Indramayu,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.41,108.27
5009490,Jalaksana,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.917,108.432
5009491,Jalan Cagak,Jawa Barat,Jawa Barat,Kab. Subang,-6.66,107.67
5009492,Jamanis,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.187,108.146
5009493,Jamblang,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.672,108.437
5009494,Jampangkulon,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.26,106.63
5009495,Jampangtengah,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.071,106.812
5009496,Japara,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.913,108.517
5009497,Jasinga,Jawa Barat,Jawa Barat,Kab. Bogor,-6.47347222222222,106.468
5009498,Jati Asih,Jawa Barat,Jawa Barat,Kota Bekasi,-6.293,106.96
5009499,Jati Sampurna,Jawa Barat,Jawa Barat,Kota Bekasi,-6.369,106.919
5009500,Jatibarang,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.449,108.247
5009501,Jatigede,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.877,108.147
5009502,Jatiluhur,Jawa Barat,Jawa Barat,Kab. Purwakarta,-6.524,107.352
5009503,Jatinagara,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.186,108.368
5009504,Jatinangor,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.92222222222222,107.771944444444
5009505,Jatinunggal,Jawa Barat,Jawa Barat,Kab. Sumedang,-6.947,108.16
5009506,Jatisari,Jawa Barat,Jawa Barat,Kab. Karawang,-6.343775,107.526456
5009507,Jatitujuh,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.664,108.286
5009508,Jatiwangi,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.73,108.26
5009509,Jatiwaras,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.504,108.162
5009510,Jayakerta,Jawa Barat,Jawa Barat,Kab. Karawang,-6.052,107.273
5009511,Jonggol,Jawa Barat,Jawa Barat,Kab. Bogor,-6.51,107.02
5009512,Juntinyuat,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.43,108.44
5009513,Kabandungan,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.785,106.586
5009514,Kadipaten,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.76,108.17
5009515,Kadipaten,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.108,108.08
5009516,Kadudampit,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.856,106.946
5009517,Kadugede,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.01,108.41
5009518,Kadungora,Jawa Barat,Jawa Barat,Kab. Garut,-7.076,107.859
5009519,Kadupandak,Jawa Barat,Jawa Barat,Kab. Cianjur,-7.232,107.036
5009520,Kalapanunggal,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.004,106.92
5009521,Kalibunder,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.237,106.735
5009522,Kalijati,Jawa Barat,Jawa Barat,Kab. Subang,-6.541,107.692
5009523,Kalimanggis,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.949,108.593
5009524,Kalipucang,Jawa Barat,Jawa Barat,Kab. Pangandaran,-7.631,108.638
5009525,Kaliwedi,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.585,108.35
5009526,Kandanghaur,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.359,108.054
5009527,Kapetakan,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.567,108.471
5009528,Karangampel,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.47,108.414
5009529,Karangbahagia,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.205,107.185
5009530,Karangjaya,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.455,108.359
5009531,Karangkancana,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.101,108.658
5009532,Karangnunggal,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.687,108.087
5009533,Karangpawitan,Jawa Barat,Jawa Barat,Kab. Garut,-7.207,107.91
5009534,Karangsembung,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.844,108.627
5009535,Karangtengah,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.787,107.14
5009536,Karangtengah,Jawa Barat,Jawa Barat,Kab. Garut,-7.155,108.015
5009537,Karangwareng,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.89,108.62
5009538,Karawang Barat,Jawa Barat,Jawa Barat,Kab. Karawang,-6.255,107.285
5009539,Karawang Timur,Jawa Barat,Jawa Barat,Kab. Karawang,-6.29,107.353
5009540,Kasokandel,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.778,108.194
5009541,Kasomalang,Jawa Barat,Jawa Barat,Kab. Subang,-6.701,107.722
5009542,Katapang,Jawa Barat,Jawa Barat,Kab. Bandung,-7.006,107.551
5009543,Kawali,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.13,108.35
5009544,Kawalu,Jawa Barat,Jawa Barat,Kota Tasikmalaya,-7.404,108.164
5009545,Kebonpedes,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.944,106.973
5009546,Kedawung (Cirebon Barat),Jawa Barat,Jawa Barat,Kab. Cirebon,-6.716,108.514
5009547,Kedokan Bunder,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.504,108.384
5009548,Kedungwaringin,Jawa Barat,Jawa Barat,Kab. Bekasi,-6.248,107.247
5009549,Kejaksaan,Jawa Barat,Jawa Barat,Kota Cirebon,-6.764,108.516
5009550,Kemang,Jawa Barat,Jawa Barat,Kab. Bogor,-6.497,106.74
5009551,Kersamanah,Jawa Barat,Jawa Barat,Kab. Garut,-7.074,107.989
5009552,Kertajati,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.637,108.059
5009553,Kertasari,Jawa Barat,Jawa Barat,Kab. Bandung,-7.242,107.669
5009554,Kertasemaya,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.302,108.29
5009555,Kiara Pedes,Jawa Barat,Jawa Barat,Kab. Purwakarta,-6.6458,107.57965
5009556,Kiaracondong,Jawa Barat,Jawa Barat,Kota Bandung,-6.923,107.634
5009557,Klangenan,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.681,108.414
5009558,Klapanunggal,Jawa Barat,Jawa Barat,Kab. Bogor,-6.488,106.947
5009559,Klari,Jawa Barat,Jawa Barat,Kab. Karawang,-6.327907,107.374125
5009560,Kosambi,Jawa Barat,Jawa Barat,Kota Cirebon,-6.722,108.522
5009561,Kotabaru,Jawa Barat,Jawa Barat,Kab. Karawang,-6.396,107.456
5009562,Kramatmulya,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.94,108.45
5009563,Krangkeng,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.5,108.48
5009564,Kroya,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.5,107.971
5009565,Kuningan,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.981,108.458
5009566,Kutawaluya,Jawa Barat,Jawa Barat,Kab. Karawang,-6.162881,107.302719
5009567,Kutawaringin,Jawa Barat,Jawa Barat,Kab. Bandung,-6.997,107.443
5009568,Lakbok,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.401,108.621
5009569,Langensari,Jawa Barat,Jawa Barat,Kota Banjar,-7.371,108.596
5009570,Langkaplancar,Jawa Barat,Jawa Barat,Kab. Pangandaran,-7.559,108.364
5009571,Lebakwangi,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.008,108.546
5009572,Legon Kulon,Jawa Barat,Jawa Barat,Kab. Subang,-6.23,107.792
5009573,Lelea,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.481,108.156
5009574,Leles,Jawa Barat,Jawa Barat,Kab. Cianjur,-7.359,107.015
5009575,Leles,Jawa Barat,Jawa Barat,Kab. Garut,-7.19,107.9
5009576,Lemahabang,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.83,108.62
5009577,Lemahabang,Jawa Barat,Jawa Barat,Kab. Karawang,-6.272369,107.466158
5009578,Lemahsugih,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.82,108.34
5009579,Lemahwungkuk,Jawa Barat,Jawa Barat,Kota Cirebon,-6.755,108.507
5009580,Lembang,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.81,107.62
5009581,Lembursitu,Jawa Barat,Jawa Barat,Kota Sukabumi,-6.96,106.867
5009582,Lengkong,Jawa Barat,Jawa Barat,Kab. Sukabumi,-7.25714,106.6857
5009583,Lengkong,Jawa Barat,Jawa Barat,Kota Bandung,-6.934,107.605
5009584,Leuwigoong,Jawa Barat,Jawa Barat,Kab. Garut,-7.115,107.914
5009585,Leuwiliang,Jawa Barat,Jawa Barat,Kab. Bogor,-6.5635,106.62983
5009586,Leuwimunding,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.743,108.306
5009587,Leuwisadeng,Jawa Barat,Jawa Barat,Kab. Bogor,-6.555,106.579
5009588,Leuwisari,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.302,108.059
5009589,Ligung,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.662,108.214
5009590,Limbangan,Jawa Barat,Jawa Barat,Kab. Garut,-7.036,107.973
5009591,Limo,Jawa Barat,Jawa Barat,Kota Depok,-6.366,106.78
5009592,Lohbener,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.4,108.216
5009593,Losarang,Jawa Barat,Jawa Barat,Kab. Indramayu,-6.41,108.15
5009594,Losari,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.793,108.735
5009595,Lumbung,Jawa Barat,Jawa Barat,Kab. Ciamis,-7.154,108.294
5009596,Luragung,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.021,108.593
5009597,Maja,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.9,108.23
5009598,Majalaya,Jawa Barat,Jawa Barat,Kab. Bandung,-7.015,107.764
5009599,Majalaya,Jawa Barat,Jawa Barat,Kab. Karawang,-6.308608,107.367568
5009600,Majalengka,Jawa Barat,Jawa Barat,Kab. Majalengka,-6.833,108.233
5009601,Malangbong,Jawa Barat,Jawa Barat,Kab. Garut,-7.06,108.06
5009602,Malausma,Jawa Barat,Jawa Barat,Kab. Majalengka,-7.035,108.205
5009603,Maleber,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.054,108.542
5009604,Mandalajati,Jawa Barat,Jawa Barat,Kota Bandung,-6.895,107.663
5009605,Mande,Jawa Barat,Jawa Barat,Kab. Cianjur,-6.77,107.2
5009606,Mandirancan,Jawa Barat,Jawa Barat,Kab. Kuningan,-6.841,108.379
5009607,Mangkubumi,Jawa Barat,Jawa Barat,Kota Tasikmalaya,-7.345,108.152
5009608,Mangunjaya,Jawa Barat,Jawa Barat,Kab. Pangandaran,-7.477,108.676
5009609,Mangunreja,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.384,108.054
5009610,Maniis,Jawa Barat,Jawa Barat,Kab. Purwakarta,-6.679,107.274
5009611,Manonjaya,Jawa Barat,Jawa Barat,Kab. Tasikmalaya,-7.379,108.283
5009612,Margaasih,Jawa Barat,Jawa Barat,Kab. Bandung,-6.955,107.544
5009613,Margahayu,Jawa Barat,Jawa Barat,Kab. Bandung,-6.978,107.576
5009614,Medan Satria,Jawa Barat,Jawa Barat,Kota Bekasi,-6.194,106.973
5009615,Megamendung,Jawa Barat,Jawa Barat,Kab. Bogor,-6.65,106.884
5009616,Mekarmukti,Jawa Barat,Jawa Barat,Kab. Garut,-7.524,107.519
5009617,Muara Gembong,Jawa Barat,Jawa Barat,Kab. Bekasi,-5.987,107.04
5009618,Mundu,Jawa Barat,Jawa Barat,Kab. Cirebon,-6.79,108.57
5009619,Mustika Jaya,Jawa Barat,Jawa Barat,Kota Bekasi,-6.288,107.028
5009620,Nagrak,Jawa Barat,Jawa Barat,Kab. Sukabumi,-6.826,106.82
5009621,Nagreg,Jawa Barat,Jawa Barat,Kab. Bandung,-7.029,107.882
5009622,Nanggung,Jawa Barat,Jawa Barat,Kab. Bogor,-6.657,106.658
5009623,Naringgul,Jawa Barat,Jawa Barat,Kab. Cianjur,-7.324,107.349
5009624,Ngamprah,Jawa Barat,Jawa Barat,Kab. Bandung Barat,-6.842,107.509
5009625,Nusaherang,Jawa Barat,Jawa Barat,Kab. Kuningan,-7.014,108.397
